entity_id,legal_name,License Number,entity_status,entity_start,entity_end,license_type,business_category,phone_number,zip_code
BA-1704658-2024,KK ENTERPRISE GROUP INC,2123557-DCWP,Active,08/15/2024,12/03/2025,Premises,Garage & Parking Lot,+19147140259,10458
BA-1704687-2024,EFLOWER INC.,2123295-DCWP,Active,08/05/2024,03/31/2026,Premises,Stoop Line Stand,+13479909048,11354
BA-1704765-2024,NAHAL PETROLEUM INC.,2123632-2-DCWP,Active,08/20/2024,12/31/2027,Premises,Tobacco Retail Dealer,+13473225537,11214
BA-1704770-2024,MAD Stores LLC,2123327-DCWP,Active,08/06/2024,12/31/2026,Premises,Electronics Store,,10032
BA-1704811-2024,ZARUTH CORPORATION,2123611-DCWP,Active,08/19/2024,02/28/2027,Premises,Home Improvement Contractor,+13474000633,10310
BA-1704822-2024,DYAL CONTRACTING CORP.,2123579-DCWP,Active,08/16/2024,02/28/2027,Premises,Home Improvement Contractor,+17744489973,11368
BA-1704861-2024,"M&B CONCRETE & CONSTRUCTION GROUP, INC.",2123568-DCWP,Active,08/15/2024,02/28/2027,Premises,Home Improvement Contractor,+13473885818,11214
BA-1704864-2024,KING OF EAST CORP.,2127762-1-DCWP,Active,04/14/2025,12/31/2026,Premises,Tobacco Retail Dealer,+19176076510,11207
BA-1704878-2024,C & C FRUIT & VEGETABLES CORP.,2123368-DCWP,Active,08/07/2024,03/31/2026,Premises,Stoop Line Stand,+17186299895,11203
BA-1704886-2024,AERO MEDICAL SUPPLY INC,2123941-DCWP,Active,08/30/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+12127862334,10018
BA-1704922-2024,9-11 WEST 100TH STREET PARKING CORP.,2123422-DCWP,Active,08/09/2024,03/31/2027,Premises,Garage & Parking Lot,+12127367171,10025
BA-1704936-2024,JL AUTOMOTIVE SERVICE INC,2124476-DCWP,Active,09/25/2024,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+19292390629,10452
BA-1704970-2024,Polly Supply inc,2123363-DCWP,Active,08/07/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+17185485858,11232
BA-1704984-2024,Build-Source Corp.,2124657-DCWP,Active,10/07/2024,02/28/2027,Premises,Home Improvement Contractor,+19175597849,11101
BA-1704996-2024,XCLUSIVE TRADING NY LLC,2123360-DCWP,Active,08/07/2024,12/31/2026,Premises,Electronics Store,+18322762309,11366
BA-1704997-2024,XCLUSIVE TRADING NY LLC,2123361-DCWP,Active,08/07/2024,12/31/2026,Premises,Electronics Store,+18322762309,11420
BA-1705008-2024,245 E 54th ST Garage Corp,2123455-DCWP,Active,08/12/2024,03/31/2027,Premises,Garage & Parking Lot,,10022
BA-1705024-2024,EL NUEVO AUTO REPAIR INC,2123830-DCWP,Active,08/26/2024,07/31/2027,Premises,Secondhand Dealer - General,+19173928998,11232
BA-1705037-2024,ALL MAINTENANCE AND REPAIRS CORP,2123484-DCWP,Active,08/13/2024,02/28/2027,Premises,Home Improvement Contractor,+19294298380,11374
BA-1705052-2024,Rio Med Solutions Corp,2123424-DCWP,Active,08/09/2024,03/15/2027,Premises,Dealer In Products For The Disabled,,11205
BA-1705063-2024,TASHKENT SUPERMARKET LLC,2124389-DCWP,Active,09/20/2024,03/31/2026,Premises,Stoop Line Stand,+12018899982,11235
BA-1705097-2024,ENSEMBLE WIRELESS INC,2123428-DCWP,Active,08/09/2024,12/31/2026,Premises,Electronics Store,+12128048557,10025
BA-1705120-2024,JD HEALTH PRODUCT LLC,2123434-DCWP,Active,08/09/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+19178911233,11209
BA-1705144-2024,"MUHAMMAD, YVELICE",2123623-DCWP,Active,08/20/2024,07/31/2027,Premises,Secondhand Dealer - General,+16463539788,11237
BA-1705148-2024,SUPERIOR AUTOBODY LLC,2123903-DCWP,Active,08/28/2024,07/31/2027,Premises,Secondhand Dealer - General,+13472696097,10457
BA-1705157-2024,UK IMPORT MOTORS INC,2124435-DCWP,Active,09/24/2024,07/31/2027,Premises,Secondhand Dealer - General,+17182944446,10457
BA-1705171-2024,GOLD WIRELESS CORPORATION,2123427-DCWP,Active,08/09/2024,12/31/2026,Premises,Electronics Store,+19145077108,10039
BA-1705177-2024,J E L CONTRACTOR CORP,2126014-DCWP,Active,12/30/2024,02/28/2027,Premises,Home Improvement Contractor,+15168209220,11412
BA-1705180-2024,SLIMFIX NY INC,2130196-DCWP,Active,07/28/2025,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+19174984046,11368
BA-1705215-2024,FID CONTRACTING CORPORATION,2123933-DCWP,Active,08/29/2024,02/28/2027,Premises,Home Improvement Contractor,+19172172423,11367
BA-1705239-2024,PAZMINO CONCRETE & CONSTRUCTION LLC,2123831-DCWP,Active,08/26/2024,02/28/2027,Premises,Home Improvement Contractor,+17187376121,11421
BA-1705264-2024,Shakshi Broadway Corp.,2124574-DCWP,Active,10/01/2024,03/31/2026,Premises,Stoop Line Stand,+19293298242,10031
BA-1705290-2024,Percia Electric Inc,2109905-DCA,Active,11/21/2022,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+13472249511,11234
BA-1705291-2024,YAHALOM CAPITAL LLC,2113950-DCA,Active,05/31/2023,07/31/2027,Premises,Secondhand Dealer - General,+19173738090,10017
BA-1705295-2024,Sierra Contractors Corp,2103343-DCA,Active,01/05/2022,02/28/2027,Premises,Home Improvement Contractor,+16317420704,11361
BA-1705315-2024,"GRANITE AUTO BODY, LLC",2121560-DCWP,Active,05/20/2024,07/31/2027,Premises,Secondhand Dealer - General,+17184478734,10303
BA-1705316-2024,ZETTING AND ZETTING LLC,2124271-DCWP,Active,09/16/2024,01/31/2027,Premises,Debt Collection Agency,+16463621825,10013
BA-1705368-2024,HND WIRELESS LLC,2123598-DCWP,Active,08/16/2024,12/31/2026,Premises,Electronics Store,+12124709272,11226
BA-1705382-2024,LINKUP MOBILITY INC.,2123585-DCWP,Active,08/16/2024,12/31/2026,Premises,Electronics Store,+19292935875,11207
BA-1705430-2024,Harrington Interior Solutions Inc.,2123782-DCWP,Active,08/22/2024,02/28/2027,Premises,Home Improvement Contractor,+17182003171,11374
BA-1705526-2024,MONARCH GARAGE MANAGEMENT CORP,2123718-DCWP,Active,08/21/2024,01/13/2026,Premises,Garage & Parking Lot,+16466714229,11433
BA-1705566-2024,29 Street Stone Inc.,2124858-DCWP,Active,10/18/2024,02/28/2027,Premises,Home Improvement Contractor,+12126290712,10001
BA-1705594-2024,PATRONCITO DELI GROCERY CORP.,2130182-DCWP,Active,07/25/2025,03/31/2026,Premises,Stoop Line Stand,+17184296073,11368
BA-1705642-2024,PRIME GROCERY AND VEGETABLE CORP.,2123591-DCWP,Active,08/16/2024,03/31/2026,Premises,Stoop Line Stand,+19174343875,10467
BA-1705646-2024,ROSEDALE GREEN FARM INC,2123590-DCWP,Active,08/16/2024,03/31/2026,Premises,Stoop Line Stand,+17184816481,11422
BA-1705686-2024,"Pill Drop Pharmacy, INC.",2123563-DCWP,Active,08/15/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+17185134807,11234
BA-1705712-2024,PRECIOUS BRIGHT METALS LLC,2123738-DCWP,Active,08/21/2024,07/31/2027,Premises,Secondhand Dealer - General,+17189541065,11229
BA-1705757-2024,S&L SmartBuilders LLC,2124187-DCWP,Active,09/10/2024,02/28/2027,Premises,Home Improvement Contractor,+13473495599,11415
BA-1705758-2024,"AMECOM, NY LLC",2128013-DCWP,Active,04/24/2025,02/28/2027,Premises,Home Improvement Contractor,+19294208964,11207
BA-1705762-2024,QUALITY PRO MASONRY LLC,2124803-DCWP,Active,10/16/2024,02/28/2027,Premises,Home Improvement Contractor,+19293358553,11367
BA-1705774-2024,Legacy Builders/Developers Corp.,2123821-DCWP,Active,08/23/2024,02/28/2027,Premises,Home Improvement Contractor,,10018
BA-1705788-2024,THE BROTHERS HAND CAR WASH MOBILE AUTO LLC,2124575-DCWP,Active,10/01/2024,10/31/2027,Premises,Car Wash,+19172164568,10454
BA-1705815-2024,DIRECT CONNECT DME CORP.,2123558-DCWP,Active,08/15/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+11347556148,11375
BA-1705819-2024,TRIBECA HOME IMPROVEMENT LLC,2125194-DCWP,Active,11/07/2024,02/28/2027,Premises,Home Improvement Contractor,+17186197678,10306
BA-1705851-2024,Lucerito Mexican Grocery LLC,2123589-DCWP,Active,08/16/2024,03/31/2026,Premises,Stoop Line Stand,+19178813121,10029
BA-1705885-2024,HEALTH AND SAFETY INC.,2123594-DCWP,Active,08/16/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+19293555727,11229
BA-1705955-2024,LTN MANAGEMENT CORPORATION,2124087-DCWP,Active,09/04/2024,03/31/2027,Premises,Garage & Parking Lot,+12126251800,10016
BA-1705958-2024,Little Coop Design Build LLC,2123713-DCWP,Active,08/21/2024,02/28/2027,Premises,Home Improvement Contractor,+19144065505,11222
BA-1705987-2024,SP PLUS CORPORATION,2123631-DCWP,Active,08/20/2024,01/05/2026,Premises,Garage & Parking Lot,+12123217542,10040
BA-1705989-2024,"UNIQUE JEWELRY, INC.",2123842-DCWP,Active,08/26/2024,07/31/2027,Premises,Secondhand Dealer - General,+17185266544,11432
BA-1706029-2024,METALIC NY CORP,2124118-DCWP,Active,09/05/2024,07/31/2027,Premises,Secondhand Dealer - General,,10036
BA-1706040-2024,LIBERTY WIRELESS 2 INC.,2123601-DCWP,Active,08/16/2024,12/31/2026,Premises,Electronics Store,+15164390435,11417
BA-1706071-2024,HAIDERI PAAN LLC,2123626-DCWP,Active,08/20/2024,03/31/2026,Premises,Stoop Line Stand,+13479352567,11372
BA-1706104-2024,REPAIR GIZMO LLC,2124872-DCWP,Active,10/21/2024,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+13479231219,11366
BA-1706110-2024,CARBON SUPPLY INC.,2123586-DCWP,Active,08/16/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+17182753487,11215
BA-1706182-2024,AlickFix LLC,2124846-DCWP,Active,10/18/2024,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+13475190324,11375
BA-1706291-2024,RAS RENOVATIONS NY LLC,2123853-DCWP,Active,08/26/2024,02/28/2027,Premises,Home Improvement Contractor,+13475965320,11208
BA-1706307-2024,INFINITY UPGRADES LLC,2124091-DCWP,Active,09/04/2024,02/28/2027,Premises,Home Improvement Contractor,+16466428975,11358
BA-1706387-2024,N STAR CONSTRUCTION II CORP.,2123580-DCWP,Active,08/16/2024,02/28/2027,Premises,Home Improvement Contractor,+19294131037,10469
BA-1706389-2024,FJ SUPPLY INC,2123794-DCWP,Active,08/23/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+19298427565,11229
BA-1706401-2024,DARWIN 4G CORP,2123610-DCWP,Active,08/19/2024,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+19172515489,11237
BA-1706408-2024,TJ CONTRACTING GROUP INC.,2125141-DCWP,Active,11/04/2024,02/28/2027,Premises,Home Improvement Contractor,+13478669053,10306
BA-1706455-2024,1704 JENNY FOOD CORP.,2124363-2-DCWP,Active,09/19/2024,12/31/2027,Premises,Tobacco Retail Dealer,+17186205200,10453
BA-1706488-2024,ARMA D&S INC.,1416878-DCA,Active,01/05/2012,06/30/2026,Premises,Scrap Metal Processor,+17184975350,11385
BA-1706513-2024,CHU AND LEE BUSINESS GROUP LLC,2105212-DCA,Active,04/12/2022,02/28/2026,Premises,Process Serving Agency,+19293168518,11354
BA-1706522-2024,VANSHIKA INC.,2124176-2-DCWP,Active,09/10/2024,12/31/2027,Premises,Tobacco Retail Dealer,+15162185125,11691
BA-1706546-2024,RITE WAY CONSTRUCTION GROUP CORP.,2125011-DCWP,Active,10/29/2024,02/28/2027,Premises,Home Improvement Contractor,+13475567500,11235
BA-1706567-2024,PRO HEALTH MEDICAL SUPPLY INC,2128301-DCWP,Active,05/08/2025,03/15/2027,Premises,Dealer In Products For The Disabled,+17183409902,11366
BA-1706586-2024,GATE SUPPLY INC.,2124349-DCWP,Active,09/19/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+17065531160,10304
BA-1706603-2024,M-TECH ACCESSORIES CORP,2123792-DCWP,Active,08/23/2024,12/31/2026,Premises,Electronics Store,,11372
BA-1706606-2024,M-TECH  ACCESSORIES CORP,2123715-DCWP,Active,08/21/2024,06/30/2026,Premises,Electronic & Home Appliance Service Dealer,+19292104617,11372
BA-1706609-2024,MWT Ridgewood LLC,2123712-DCWP,Active,08/21/2024,07/31/2027,Premises,Secondhand Dealer - General,+14144184595,11385
BA-1706632-2024,RANGER SAGAMORE CRESCENT OWNER LLC,2125476-DCWP,Active,11/25/2024,03/31/2027,Premises,Garage & Parking Lot,+19295274026,11101
BA-1706635-2024,RKN IMPROVEMENT INC,2124171-DCWP,Active,09/09/2024,02/28/2027,Premises,Home Improvement Contractor,+15167540514,11743
BA-1706641-2024,Vtechprosolutions Wireless Inc,2123779-DCWP,Active,08/22/2024,12/31/2026,Premises,Electronics Store,+16466348843,10029
BA-1706645-2024,"Trendly, Inc.",2123930-DCWP,Active,08/29/2024,07/31/2027,Premises,Secondhand Dealer - General,+19175923887,11232
BA-1706648-2024,NETRA INC.,2128041-DCWP,Active,04/28/2025,03/31/2026,Premises,Stoop Line Stand,+17182551256,11372
BA-1706657-2024,HEAVENLY MARKET SULLIVAN INC.,2123760-DCWP,Active,08/22/2024,03/31/2026,Premises,Stoop Line Stand,,10012
BA-1706669-2024,KENDI MFG LLC,2125027-DCWP,Active,10/29/2024,02/28/2027,Premises,Home Improvement Contractor,+17182812722,11206
BA-1706672-2024,DRAGO 1 LLC,2124078-DCWP,Active,09/04/2024,07/31/2027,Premises,Secondhand Dealer - General,+16465959127,11367
BA-1706687-2024,TRINITY UNIFIED CONSTRUCTION INC.,2124667-DCWP,Active,10/07/2024,02/28/2027,Premises,Home Improvement Contractor,+19179916389,10307
BA-1706688-2024,ROCKAWAY WIRELESS FUSION INC,2123789-DCWP,Active,08/23/2024,12/31/2026,Premises,Electronics Store,+19149186600,11691
BA-1706712-2024,Victory Auto Spa Inc,2123833-DCWP,Active,08/26/2024,07/31/2027,Premises,Secondhand Dealer - Auto,+19179457300,10314
BA-1706749-2024,VH CONSTRUCTION & RESTORATION INC.,2124297-DCWP,Active,09/16/2024,02/28/2027,Premises,Home Improvement Contractor,+13478584152,11421
BA-1706764-2024,DREAM TILE & HOME IMPROVEMENT LLC.,2125667-DCWP,Active,12/06/2024,02/28/2027,Premises,Home Improvement Contractor,,10314
BA-1706766-2024,UMCA INC.,2123850-DCWP,Active,08/26/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+19174124774,11229
BA-1706775-2024,MUKTI 126 PETROLEUM INC.,2124155-2-DCWP,Active,09/09/2024,12/31/2027,Premises,Tobacco Retail Dealer,+17187495864,10454
BA-1706852-2024,AHDOOT & CO INC.,2124140-DCWP,Active,09/06/2024,07/31/2027,Premises,Secondhand Dealer - General,+15166901147,10036
BA-1706862-2024,20/20 Mobile Corp,2123818-DCWP,Active,08/23/2024,12/31/2026,Premises,Electronics Store,+19095872973,10472
BA-1706865-2024,20/20 Mobile Corp,2123819-DCWP,Active,08/23/2024,12/31/2026,Premises,Electronics Store,+19095872973,11432
BA-1706866-2024,20/20 Mobile Corp,2123820-DCWP,Active,08/23/2024,12/31/2026,Premises,Electronics Store,+19095872973,10027
BA-1706901-2024,CIGAR VAULT EMPORIUM INC.,2124753-2-DCWP,Active,10/11/2024,12/31/2027,Premises,Tobacco Retail Dealer,+17187917908,10309
BA-1706910-2024,SICULA ALKEIS CONSTRUCTION INC.,2127841-DCWP,Active,04/18/2025,02/28/2027,Premises,Home Improvement Contractor,,11103
BA-1706920-2024,20/20 Mobile Corp,2123825-DCWP,Active,08/26/2024,12/31/2026,Premises,Electronics Store,+19095872973,10027
BA-1706976-2024,AFFORDABLE HOME GOODS & FURNITURE LLC,2123826-DCWP,Active,08/26/2024,12/31/2026,Premises,Electronics Store,+19172874674,11203
BA-1706982-2024,LAST STOP 3 DELI GROCERY CORP.,2124433-2-DCWP,Active,09/24/2024,12/31/2027,Premises,Tobacco Retail Dealer,+13472073732,11207
BA-1706983-2024,LEAF ONE SUPPLY INC,2123823-DCWP,Active,08/26/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+13477664247,11429
BA-1706993-2024,R&K CONSTRUCTION NY INC.,2124102-DCWP,Active,09/04/2024,02/28/2027,Premises,Home Improvement Contractor,+17189710924,11235
BA-1706997-2024,LR CONSTRUCTION GROUP INC.,2124368-DCWP,Active,09/19/2024,02/28/2027,Premises,Home Improvement Contractor,+13478984550,11104
BA-1707110-2024,9STRIPES INC.,2125063-DCWP,Active,10/31/2024,02/28/2027,Premises,Home Improvement Contractor,+16466833637,11103
BA-1707125-2024,SMART CONSTRUCTION TECHNOLOGIES CORP,2124303-DCWP,Active,09/17/2024,02/28/2027,Premises,Home Improvement Contractor,,10306
BA-1707130-2024,EK SIMAR CONSTRUCTION INC.,2124839-DCWP,Active,10/17/2024,02/28/2027,Premises,Home Improvement Contractor,+13476844505,11419
BA-1707140-2024,TC AMBOY CORP,2124126-2-DCWP,Active,09/05/2024,12/31/2027,Premises,Tobacco Retail Dealer,+19173025142,10307
BA-1707148-2024,BRONX WIRELESS TECH CORP,2123845-DCWP,Active,08/26/2024,12/31/2026,Premises,Electronics Store,+19296881370,10451
BA-1707214-2024,PARAS DELI & GROCERY INC.,2124391-2-DCWP,Active,09/22/2024,12/31/2027,Premises,Tobacco Retail Dealer,+13473932848,11377
BA-1707215-2024,162 Wireless Inc,2123861-DCWP,Active,08/27/2024,12/31/2026,Premises,Electronics Store,+13473804306,11432
BA-1707220-2024,"ORC CONSTRUCTION, CORP.",2124907-DCWP,Active,10/22/2024,02/28/2027,Premises,Home Improvement Contractor,+13472862096,10303
BA-1707222-2024,Astor Health Inc.,2117538-DCWP,Active,11/03/2023,05/01/2026,Premises,Employment Agency,+17184967111,10010
BA-1707246-2024,AM FAMILY SUPERMARKET CORP.,2124957-DCWP,Active,10/24/2024,03/31/2026,Premises,Stoop Line Stand,+16464581625,10461
BA-1707257-2024,GREENVILLAGE MEAT CORP.,2124387-DCWP,Active,09/20/2024,03/31/2026,Premises,Stoop Line Stand,+17187981562,10467
BA-1707273-2024,DORIC BUILDING SERVICES LLC,2125260-DCWP,Active,11/13/2024,02/28/2027,Premises,Home Improvement Contractor,+19176034284,10030
BA-1707288-2024,"MAX'S CONSTRUCTION NY, INC.",2124235-DCWP,Active,09/12/2024,02/28/2027,Premises,Home Improvement Contractor,+13473641733,10460
BA-1707307-2024,LOVELY HOMES RENOVATIONS LLC,2128050-DCWP,Active,04/28/2025,02/28/2027,Premises,Home Improvement Contractor,+13476085527,11358
BA-1707343-2024,PLUS GREENPOINT LLC,2124558-DCWP,Active,10/01/2024,07/31/2027,Premises,Secondhand Dealer - General,+12674962066,11222
BA-1707373-2024,BEAU COUTURE CORP.,2124100-DCWP,Active,09/04/2024,02/28/2027,Premises,Home Improvement Contractor,+19292281568,10466
BA-1707382-2024,FORT-PASCAL LLC,2124889-DCWP,Active,10/21/2024,02/28/2027,Premises,Home Improvement Contractor,+13473244098,10469
BA-1707383-2024,AE Renovation & Painting Inc,2125896-DCWP,Active,12/23/2024,02/28/2027,Premises,Home Improvement Contractor,+13476988607,10023
BA-1707412-2024,AVES DEL PARAISO INC,2123959-DCWP,Active,09/03/2024,03/31/2026,Premises,Stoop Line Stand,+19143300593,11432
BA-1707414-2024,TXS GROUP LLC,2125110-DCWP,Active,11/01/2024,02/28/2027,Premises,Home Improvement Contractor,+19294223761,11101
BA-1707418-2024,AVES DEL PARAISO INC,2123958-DCWP,Active,09/03/2024,03/31/2026,Premises,Stoop Line Stand,+19143300593,11432
BA-1707430-2024,Chronocraft Inc,2124717-DCWP,Active,10/10/2024,07/31/2027,Premises,Secondhand Dealer - General,+17186065051,10036
BA-1707437-2024,AMERICAN EAGLES 2 INC,2124609-DCWP,Active,10/02/2024,02/28/2027,Premises,Home Improvement Contractor,+13474458451,11419
BA-1707461-2024,MEHMET SEKIN,2125477-DCWP,Active,11/25/2024,02/28/2027,Premises,Home Improvement Contractor,+16464218198,11235
BA-1707462-2024,BIG TREE ORGANIC MARKET INC.,2123916-DCWP,Active,08/28/2024,03/31/2026,Premises,Stoop Line Stand,+17187722888,11201
BA-1707497-2024,BO FRUITS INC,2123956-DCWP,Active,09/03/2024,03/31/2026,Premises,Stoop Line Stand,+17185326792,11354
BA-1707527-2024,ALL CITY BROKERAGE INC,2124308-DCWP,Active,09/17/2024,01/31/2027,Premises,Debt Collection Agency,+17183596000,11355
BA-1707528-2024,VIBES AUTO WORKS INC,2124643-DCWP,Active,10/04/2024,07/31/2027,Premises,Secondhand Dealer - General,+19173407819,10470
BA-1707532-2024,TRUCK TIRE SERVICE NY LLC,2124111-DCWP,Active,09/05/2024,07/31/2027,Premises,Secondhand Dealer - General,+17185764932,11435
BA-1707537-2024,B2B Max Group USA Inc,2124211-2-DCWP,Active,09/11/2024,11/30/2027,Premises,Electronic Cigarette Dealer,+17187793683,11377
BA-1707550-2024,D & E TOWING INC.,2124386-DCWP,Active,09/20/2024,04/30/2026,Premises,Tow Truck Company,+13477899177,11207
BA-1707552-2024,NEW AGE RENOVATION LLC,2123308-DCWP,Active,08/05/2024,02/28/2027,Premises,Home Improvement Contractor,+17189157903,10314
BA-1707564-2024,IFIX PLUS INC.,2123947-DCWP,Active,08/30/2024,12/31/2026,Premises,Electronics Store,+19173858006,10458
BA-1707584-2024,FM PHARMACY CORP.,2123949-DCWP,Active,08/30/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+17182992103,11365
BA-1707612-2024,BUDGET MOBILE SOLUTIONS INC.,2123948-DCWP,Active,08/30/2024,12/31/2026,Premises,Electronics Store,+19293719915,11226
BA-1707636-2024,RAVI ENTERPRISES NYC LLC,2124720-DCWP,Active,10/10/2024,02/28/2027,Premises,Home Improvement Contractor,+19294410583,10306
BA-1707643-2024,Poler Construction Inc.,2124137-DCWP,Active,09/06/2024,02/28/2027,Premises,Home Improvement Contractor,+13474103473,11378
BA-1707654-2024,PRO HEALTH MEDICAL SUPPLY INC,2123710-DCWP,Active,08/21/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+17183409902,11366
BA-1707656-2024,SAM CELLULAR CORP.,2127046-DCWP,Active,03/06/2025,12/31/2026,Premises,Electronics Store,+17186805454,11220
BA-1707659-2024,TECHNICO CONSTRUCTION SERVICES INC.,1003675-DCA,Active,02/26/1999,02/28/2027,Premises,Home Improvement Contractor,+15168223805,11101
BA-1707661-2024,"Roma Scaffolding, Inc.",2117474-DCWP,Active,10/30/2023,02/28/2027,Premises,Home Improvement Contractor,+17183926000,11101
BA-1707679-2024,"HUD CONTRACTOR, CORP.",2125482-DCWP,Active,11/25/2024,02/28/2027,Premises,Home Improvement Contractor,+16462600705,10460
BA-1707683-2024,Top City Construction Corp.,2125441-DCWP,Active,11/22/2024,02/28/2027,Premises,Home Improvement Contractor,+13476055079,11235
BA-1707701-2024,Hillside Dme Corp,2123953-DCWP,Active,09/03/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+19177968272,11418
BA-1707728-2024,OWAIS CONSTRUCTION INC.,2124704-DCWP,Active,10/09/2024,02/28/2027,Premises,Home Improvement Contractor,+17183147144,11230
BA-1707731-2024,PROPARK AMERICA NY LLC,2123970-DCWP,Active,09/03/2024,03/31/2027,Premises,Garage & Parking Lot,+16469652478,10022
BA-1707740-2024,GOCAJ CONSTRUCTION CO LLC,2125661-DCWP,Active,12/06/2024,02/28/2027,Premises,Home Improvement Contractor,+13472366531,10470
BA-1707780-2024,NEPTUNE PM SERVICES LLC,2124402-DCWP,Active,09/23/2024,02/28/2027,Premises,Home Improvement Contractor,+19177414015,11429
BA-1707878-2024,GOLDEN ROOFING LLC,2124413-DCWP,Active,09/23/2024,02/28/2027,Premises,Home Improvement Contractor,+19143192953,10461
BA-1707884-2024,GLOBAL PRIME ENTERPRISES LLC,2124823-DCWP,Active,10/16/2024,02/28/2027,Premises,Home Improvement Contractor,+13472677155,11373
BA-1707906-2024,K & N TILING & HOME IMPROVEMENT INC,2124119-DCWP,Active,09/05/2024,02/28/2027,Premises,Home Improvement Contractor,+13476793800,11427
BA-1707920-2024,CLM VENTURE CAPITAL CORPORATION,2124161-DCWP,Active,09/09/2024,02/28/2027,Premises,Home Improvement Contractor,+19176266310,11422
BA-1707921-2024,MAC & PC WIRELESS SOLUTIONS INC.,2124086-DCWP,Active,09/04/2024,12/31/2026,Premises,Electronics Store,+17185501602,11385
BA-1707922-2024,URBANEDGE CONSTRUCTION INC,2124335-DCWP,Active,09/18/2024,02/28/2027,Premises,Home Improvement Contractor,+19174553159,11418
BA-1707926-2024,MAC & PC WIRELESS SOLUTIONS INC.,2124088-DCWP,Active,09/04/2024,12/31/2026,Premises,Electronics Store,+17185501602,11211
BA-1707927-2024,"TORTILLERIA LA MALINCHE, CORP.",2126336-DCWP,Active,01/15/2025,03/31/2026,Premises,Stoop Line Stand,,11232
BA-1707950-2024,FINAL TOUCH PAINTING & HANDYMAN SERVICES LLC,2124302-DCWP,Active,09/17/2024,02/28/2027,Premises,Home Improvement Contractor,+19175704179,11234
BA-1707951-2024,SIMONSON CONSTRUCTION NY INC.,2126421-DCWP,Active,01/22/2025,02/28/2027,Premises,Home Improvement Contractor,+17187597512,10314
BA-1707963-2024,GALINDO FARM INC.,2124089-DCWP,Active,09/04/2024,03/31/2026,Premises,Stoop Line Stand,,10466
BA-1707967-2024,NEW ERA CONSTRUCTION OF NY INC.,2124901-DCWP,Active,10/22/2024,02/28/2027,Premises,Home Improvement Contractor,+17182397600,10461
BA-1707973-2024,DURA CONSTRUCTION INC.,2124153-DCWP,Active,09/09/2024,02/28/2027,Premises,Home Improvement Contractor,+19296076636,10461
BA-1708003-2024,BLUE JAY SUPPLY INC,2124080-DCWP,Active,09/04/2024,03/15/2027,Premises,Dealer In Products For The Disabled,+19175592559,11421
BA-1708012-2024,HIGHRISE ROOFING LLC,2125383-DCWP,Active,11/20/2024,02/28/2027,Premises,Home Improvement Contractor,,11230
BA-1708051-2024,REVONRUT INC.,2125333-DCWP,Active,11/18/2024,02/28/2027,Premises,Home Improvement Contractor,+12122022907,11385
BA-1708093-2024,OMAR FINE JEWELERS INC,2125842-DCWP,Active,12/18/2024,07/31/2027,Premises,Secondhand Dealer - General,+19175257031,10314
BA-1708105-2024,PINEDA HOME IMPROVEMENT SERVICES INC,2124820-DCWP,Active,10/16/2024,02/28/2027,Premises,Home Improvement Contractor,+13477738328,11418
BA-1708119-2024,CHRIS RESTORATION CORP,2125230-DCWP,Active,11/12/2024,02/28/2027,Premises,Home Improvement Contractor,+17187992294,11420
BA-1708125-2024,"T-Mobile Northeast, LLC",2131138-DCWP,Active,09/18/2025,12/31/2026,Premises,Electronics Store,+14252794550,11229
BA-1708129-2024,I REPAIR WIRELESS INC.,2124115-DCWP,Active,09/05/2024,12/31/2026,Premises,Electronics Store,+12128100738,11203
BA-1708130-2024,Guerrilla Contracting LLC,2125052-DCWP,Active,10/30/2024,02/28/2027,Premises,Home Improvement Contractor,,10312
BA-1708169-2024,NEW CONSTRUCTION & REMODELING ESPARZA LLC,2124412-DCWP,Active,09/23/2024,02/28/2027,Premises,Home Improvement Contractor,+19176848017,11412
BA-1708178-2024,OMAR JEWELERS USA INC.,2124201-DCWP,Active,09/11/2024,07/31/2027,Premises,Secondhand Dealer - General,+19175257031,11372
BA-1708184-2024,LAMWAN CONTRACTING CORP,2125394-DCWP,Active,11/20/2024,02/28/2027,Premises,Home Improvement Contractor,+19293264594,11203
